23803 200802  1.302  -89.4348   34.8223    13.7     0.2     7.0     7.0 -9999.0    10.3 R    19.3    -0.2     7.2
23803 201302  2.412  -89.4348   34.8223    11.6    -0.7     5.4     5.8   111.2    10.0 C    16.7    -2.0     6.2
23803 201303  2.412  -89.4348   34.8223    13.8     0.2     7.0     7.6   126.0    13.2 C    19.4    -1.0     8.3
23803 201304  2.412  -89.4348   34.8223    22.0     7.0    14.5    14.6   164.7    17.5 C    30.4     6.2    16.5
23803 201305  2.412  -89.4348   34.8223    25.3    12.6    18.9    19.0   183.9    20.1 C    34.6    12.1    21.4
23803 201306  2.412  -89.4348   34.8223    29.8    17.5    23.7    23.8   121.0    23.4 C    39.7    16.9    26.5
23803 201307  2.412  -89.4348   34.8223    30.1    18.5    24.3    24.0    71.7    20.9 C    45.8    18.1    28.1
23803 201308  2.412  -89.4348   34.8223    30.7    18.3    24.5    24.3    27.2    18.4 C    43.6    18.0    27.4
23803 201309  2.412  -89.4348   34.8223    29.7    15.2    22.4    22.1   132.2    16.7 C    41.7    14.2    24.6
23803 201310  2.412  -89.4348   34.8223    22.2     9.1    15.7    15.4   147.3    11.8 C    32.5     8.5    17.4
23803 201311  2.422  -89.4348   34.8223    14.2     0.2     7.2     7.0    89.6     9.8 C    20.6    -0.4     7.8
23803 201312  2.422  -89.4348   34.8223    10.5    -0.8     4.8     4.9   145.8     6.2 C    14.3    -1.5     4.9
23803 201401  2.422  -89.4348   34.8223     7.8    -7.5     0.2     0.6    56.5    10.5 C    13.6    -8.2     0.5
23803 201402  2.422  -89.4348   34.8223    10.5    -2.1     4.2     4.1   161.7     9.8 C    15.9    -2.6     4.6
23803 201403  2.422  -89.4348   34.8223    15.6    -0.4     7.6     7.9    84.7    14.9 C    24.2    -1.7     8.8
23803 201404  2.422  -89.4348   34.8223    22.3     6.6    14.4    15.0   143.1    18.6 C    33.5     5.1    16.5
23803 201405  2.422  -89.4348   34.8223    26.5    13.8    20.1    20.1   105.7    22.3 C    43.5    13.1    23.8
23803 201406  2.422  -89.4348   34.8223    29.3    19.1    24.2    23.7   243.0    21.4 C    44.5    19.2    27.6
23803 201407  2.422  -89.4348   34.8223    28.5    16.7    22.6    22.8    68.1    22.7 C    48.4    17.1    28.3
23803 201408  2.422  -89.4348   34.8223    31.1    18.8    24.9    24.6    46.3    20.2 C    52.8    18.4    29.8
23803 201409  2.422  -89.4348   34.8223    28.4    15.0    21.7    21.3    14.9    16.7 C    47.7    14.3    24.9
23803 201410  2.422  -89.4348   34.8223    23.3     9.1    16.2    15.9   131.1    13.1 C    27.8     7.4    15.5
23803 201411  2.422  -89.4348   34.8223    13.0    -0.1     6.4     6.5    78.2    10.1 C    17.4    -2.1     6.0
23803 201412  2.422  -89.4348   34.8223    10.9     2.0     6.5     6.4   121.8     5.6 C    14.8     1.0     6.5
23803 201501  2.422  -89.4348   34.8223     9.3    -3.2     3.0     3.4    43.4     8.4 C    14.6    -4.8     3.0
23803 201502  2.422  -89.4348   34.8223     6.8    -4.8     1.0     0.9   137.6    11.2 C    14.0    -5.9     1.9
23803 201503  2.422  -89.4348   34.8223    16.7     3.5    10.1    10.2   171.0    11.1 C    22.8     3.3    11.1
23803 201504  2.422  -89.4348   34.8223    23.1     9.6    16.4    16.5   173.1    16.5 C    32.2     9.8    18.1
23803 201505  2.422  -89.4348   34.8223    26.3    13.7    20.0    19.8   150.6    19.4 C    37.2    13.4    22.4
23803 201506  2.422  -89.4348   34.8223    30.2    18.7    24.5    24.5    80.4    22.6 C    43.1    18.6    27.7
23803 201507  2.422  -89.4348   34.8223    31.9    21.2    26.5    26.4   127.1    21.8 C    48.8    20.7    30.7
23803 201508  2.422  -89.4348   34.8223    30.3    17.7    24.0    23.5   130.3    20.0 C    50.0    17.1    27.8
23803 201509  2.422  -89.4348   34.8223    28.6    14.8    21.7    21.3    22.2    17.4 C    37.9    13.3    22.4
23803 201510  2.422  -89.4348   34.8223    23.3     8.8    16.0    15.7    65.4    12.1 C    29.0     7.1    15.9
23803 201511  2.422  -89.4348   34.8223    18.8     6.3    12.6    12.2   172.4     8.0 C    23.4     5.2    12.3
23803 201512  2.422  -89.4348   34.8223    16.4     4.0    10.2    10.2   146.7     7.1 C    20.0     3.1     9.9
23803 201601  2.422  -89.4348   34.8223     9.5    -3.3     3.1     3.2    50.9     8.7 C    14.5    -4.0     3.4
23803 201602  2.422  -89.4348   34.8223    13.5     1.0     7.2     7.0   140.2    11.0 C    18.6     0.1     7.3
23803 201603  2.422  -89.4348   34.8223    19.7     5.7    12.7    12.8   281.4    13.6 C    25.6     5.2    13.3
23803 201604  2.422  -89.4348   34.8223    22.8     8.5    15.7    15.6   129.4    17.6 C    30.3     8.5    17.1
23803 201605  2.422  -89.4348   34.8223    25.1    12.1    18.6    18.8   101.9    20.4 C    34.7    12.1    21.3
23803 201606  2.422  -89.4348   34.8223    31.0    18.5    24.7    24.6    57.4    22.7 C    40.3    17.9    26.9
23803 201607  2.422  -89.4348   34.8223    31.9    21.6    26.7    26.3   196.0    21.7 C    42.1    21.1    28.8
23803 201608  2.422  -89.4348   34.8223    31.4    21.5    26.4    25.8    57.6    18.0 C    44.9    20.9    28.7
23803 201609  2.422  -89.4348   34.8223    30.4    16.0    23.2    22.9    33.6    17.8 C    41.5    14.4    24.6
23803 201610  2.422  -89.4348   34.8223    26.5    10.4    18.4    17.9    58.2    14.4 C    33.6     7.9    17.9
23803 201611  2.422  -89.4348   34.8223    19.1     3.2    11.2    10.9    86.3    10.2 C    25.1     0.6    10.7
23803 201612  2.422  -89.4348   34.8223    11.4    -0.5     5.5     5.8   105.6     6.3 C    15.9    -2.6     5.8
23803 201701  2.422  -89.4348   34.8223    13.6     3.3     8.4     8.5    87.4     7.1 C    19.3     1.0     8.4
23803 201702  2.422  -89.4348   34.8223    17.7     3.9    10.8    11.1    74.0    10.5 C    25.8     1.7    11.4
23803 201703  2.422  -89.4348   34.8223    18.8     4.6    11.7    12.3    75.7    13.8 C    27.9     2.3    13.1
23803 201704  2.422  -89.4348   34.8223    24.8    10.7    17.8    17.7   124.8    17.2 C    38.2     9.1    19.8
23803 201705  2.422  -89.4348   34.8223    25.9    12.3    19.1    19.4   102.5    21.5 C    35.5    11.2    21.4
23803 201706  2.422  -89.4348   34.8223    28.9    17.3    23.1    23.0   112.4    20.4 C    36.5    16.0    24.5
23803 201707  2.422  -89.4348   34.8223    31.9    20.0    26.0    25.7    80.3    21.6 C    43.3    18.7    28.4
